,ISSUER_CODE,RATING,RATING_ECAI_CODE,RATING_DATE
0,60000789966,AAA,STD_POORS,2023-08-25
1,60001043116,AAA,STD_POORS,2023-09-27
2,60001443427,AAA,STD_POORS,2023-06-28
3,60001631916,AAA,STD_POORS,2022-07-28
4,60001852424,AAA,STD_POORS,2021-04-27
5,60023145873,AAA,STD_POORS,2023-09-08
6,60023155686,AAA,STD_POORS,2023-07-17
7,60023197017,AAA,STD_POORS,2023-09-11
8,60023218815,AA+,STD_POORS,2023-09-07
9,60023234940,AAA,STD_POORS,2023-05-24
10,60023270117,AAA,STD_POORS,2023-07-20
11,60023301231,AAA,STD_POORS,2023-07-27
12,60023314876,AA+,STD_POORS,2023-07-28
13,60023336007,AAA,STD_POORS,2023-08-14
14,60023418080,AAA,STD_POORS,2023-07-27
15,60023459981,AA+,STD_POORS,2023-07-31
16,60023467463,AAA,STD_POORS,2023-06-19
17,60023481383,AA-,STD_POORS,2023-07-27
18,60023507799,AAA,STD_POORS,2023-02-10
19,60023528829,AAA,STD_POORS,2023-07-27
20,60023566969,AAA,STD_POORS,2023-08-28
21,60023681387,AAA,STD_POORS,2023-08-29
22,60023689843,AAA,STD_POORS,2023-07-24
23,60023702898,AAA,STD_POORS,2023-06-30
24,60023802437,AAA,STD_POORS,2023-07-17
25,60023827258,AAA,STD_POORS,2023-07-17
26,60024000507,AA,STD_POORS,2023-09-17
27,60024446189,AAA,STD_POORS,2023-07-21
28,60024605985,AAA,STD_POORS,2023-07-21
29,60024623858,AAA,STD_POORS,2018-06-25
30,60024625216,AA+,STD_POORS,2023-08-21
31,60024803410,AAA,STD_POORS,2023-07-25
32,60024847246,AA+,STD_POORS,2023-09-28
33,60025569015,AAA,STD_POORS,2023-06-02
34,90000000184,AAA,STD_POORS,2023-08-30
35,90000000239,AAA,STD_POORS,2023-08-09
36,90000000255,AAA,STD_POORS,2023-09-15
37,90000000300,AAA,STD_POORS,2023-09-12
38,90000000613,AA+,STD_POORS,2023-07-27
39,90000000655,AAA,STD_POORS,2023-09-13
40,90000000684,AA+,STD_POORS,2023-06-27
41,90000000742,AAA,STD_POORS,2023-09-08
42,90000000868,AAA,STD_POORS,2023-08-03
43,90000000884,AAA,STD_POORS,2023-07-25
44,90000001014,AAA,STD_POORS,2023-06-25
45,90000001043,AAA,STD_POORS,2023-09-13
46,90000001085,AAA,STD_POORS,2023-08-07
47,90000001385,AA+,STD_POORS,2023-07-26
48,90000001443,AAA,STD_POORS,2023-06-21
49,90000001485,AAA,STD_POORS,2023-06-26
50,90000001514,AAA,STD_POORS,2023-09-06
51,90000001530,AAA,STD_POORS,2023-06-20
52,90000001669,AAA,STD_POORS,2023-09-01
53,90000001743,AAA,STD_POORS,2023-08-21
54,90000001969,AAA,STD_POORS,2023-05-18
55,90000001972,AAA,STD_POORS,2023-09-06
56,90000002073,AA,STD_POORS,2023-07-27
57,90000002102,AA+,STD_POORS,2021-09-10
58,90000002131,AAA,STD_POORS,2023-08-04
59,90000002302,AA,STD_POORS,2017-02-17
60,90000002315,AAA,STD_POORS,2023-05-31
61,90000002373,AA+,STD_POORS,2023-07-27
62,90000002415,AAA,STD_POORS,2023-08-09
63,90000002657,AAA,STD_POORS,2023-09-05
64,90000002786,AA+,STD_POORS,2023-07-28
65,90000003016,AAA,STD_POORS,2023-07-26
66,90000003029,AAA,STD_POORS,2023-08-07
67,90000003074,AAA,STD_POORS,2023-09-07
68,90000003232,AA+,STD_POORS,2023-07-24
69,90000003303,AA+,STD_POORS,2023-06-25
70,90000003329,AA+,STD_POORS,2023-07-26
71,90000003803,AAA,STD_POORS,2023-06-27
72,90000003858,AAA,STD_POORS,2023-06-15
73,90000003874,AAA,STD_POORS,2023-07-28
74,90000004004,AAA,STD_POORS,2023-07-28
75,90000004146,AAA,STD_POORS,2023-08-29
76,90000004159,AA,STD_POORS,2017-02-24
77,90000004233,AA+,STD_POORS,2023-06-15
78,90000004291,AA+,STD_POORS,2023-07-20
79,90000004304,AAA,STD_POORS,2023-08-24
80,90000004317,AAA,STD_POORS,2023-08-29
81,90000004417,AAA,STD_POORS,2023-09-01
82,90000004720,AA+,STD_POORS,2023-05-22
83,90000004746,AA+,STD_POORS,2023-06-08
84,90000004804,AA,STD_POORS,2023-07-28
85,90000004817,AA+,STD_POORS,2023-06-09
86,90000004820,AAA,STD_POORS,2023-06-27
87,90000004846,AAA,STD_POORS,2023-07-25
88,90000004859,AA+,STD_POORS,2023-05-22
89,90000004959,AA+,STD_POORS,2023-06-16
90,90000004988,AAA,STD_POORS,2023-07-27
91,90000005218,AA+,STD_POORS,2023-06-21
92,90000005392,AAA,STD_POORS,2023-08-15
93,90000005418,AA+,STD_POORS,2023-08-02
94,90000005576,AAA,STD_POORS,2023-07-10
95,90000005592,AA+,STD_POORS,2023-08-08
96,90000005650,AAA,STD_POORS,2023-06-27
97,90000005692,AA+,STD_POORS,2023-09-11
98,90000005805,AAA,STD_POORS,2023-07-27
99,90000005892,AA,STD_POORS,2022-06-20
100,90000005918,AA+,STD_POORS,2021-12-17
101,90000006122,AAA,STD_POORS,2023-07-28
102,90000006222,AAA,STD_POORS,2023-08-11
103,90000006335,AA+,STD_POORS,2023-06-25
104,90000006380,AAA,STD_POORS,2023-07-27
105,90000006406,AA+,STD_POORS,2023-07-18
106,90000006419,AAA,STD_POORS,2023-07-26
107,90000006477,AAA,STD_POORS,2023-07-26
108,90000006535,AAA,STD_POORS,2023-07-26
109,90000006622,AAA,STD_POORS,2023-07-27
110,90000006693,AAA,STD_POORS,2023-07-25
111,90000006719,AAA,STD_POORS,2023-07-13
112,90000006722,AAA,STD_POORS,2023-07-27
113,90000006748,AA+,STD_POORS,2023-08-28
114,90000006777,AAA,STD_POORS,2023-07-31
115,90000006793,AA+,STD_POORS,2023-09-01
116,90000006822,AAA,STD_POORS,2023-07-03
117,90000006848,AAA,STD_POORS,2023-09-13
118,90000006935,AAA,STD_POORS,2023-07-14
119,90000006948,AAA,STD_POORS,2023-08-30
120,90000007007,AAA,STD_POORS,2023-09-05
121,90000007081,AAA,STD_POORS,2023-07-28
122,90000007094,AAA,STD_POORS,2023-08-16
123,90000007281,AA+,STD_POORS,2023-08-21
124,90000007336,AAA,STD_POORS,2023-07-03
125,90000007365,AAA,STD_POORS,2023-05-06
126,90000007378,AAA,STD_POORS,2023-07-31
127,90000007381,AAA,STD_POORS,2023-07-13
128,90000007436,AAA,STD_POORS,2023-08-17
129,90000007452,AAA,STD_POORS,2023-07-25
130,90000007465,AAA,STD_POORS,2023-07-13
131,90000007694,AA+,STD_POORS,2022-10-11
132,90000008024,AA+,STD_POORS,2023-09-28
133,90000008095,AAA,STD_POORS,2023-09-06
134,90001074246,AA,STD_POORS,2022-06-09
135,90001074688,AAA,STD_POORS,2023-07-28
136,90001074917,AA+,STD_POORS,2023-08-03
137,90001074920,AA+,STD_POORS,2023-08-30
138,90001075147,AAA,STD_POORS,2023-07-25
139,90001079425,AAA,STD_POORS,2023-08-09
140,90001079441,AAA,STD_POORS,2023-07-31
141,90001079805,AA+,STD_POORS,2023-07-28
142,90001080600,AAA,STD_POORS,2023-09-12
143,90001082800,AA+,STD_POORS,2023-07-25
144,90001085005,AAA,STD_POORS,2023-07-26
145,90001088624,AA,STD_POORS,2022-08-01
146,90001089005,AAA,STD_POORS,2023-05-25
147,90001089805,AAA,STD_POORS,2023-08-02
148,90001090200,AA,STD_POORS,2021-07-30
149,90001090400,AA,STD_POORS,2021-11-11
150,90001090417,AA+,STD_POORS,2023-07-24
151,90001091029,AA+,STD_POORS,2022-06-10
152,90001091036,AAA,STD_POORS,2022-07-26
153,90001091074,AAA,STD_POORS,2023-08-02
154,90001091098,AAA,STD_POORS,2023-06-20
155,90001091112,AAA,STD_POORS,2022-07-26
156,90001091136,AAA,STD_POORS,2023-07-26
157,90001091143,AAA,STD_POORS,2022-07-29
158,90001091181,AA+,STD_POORS,2023-06-21
159,90001091205,AAA,STD_POORS,2023-07-26
160,90001091212,AAA,STD_POORS,2023-06-15
161,90001091229,AA+,STD_POORS,2023-07-28
162,90001091250,AAA,STD_POORS,2023-07-27
163,90001091305,AAA,STD_POORS,2023-06-27
164,90001091312,AA+,STD_POORS,2023-08-14
165,90001091329,AA+,STD_POORS,2023-07-28
166,90001091336,AA,STD_POORS,2023-07-31
167,90001091343,AA,STD_POORS,2023-07-27
168,90001091350,AAA,STD_POORS,2023-07-11
169,90001091367,AA-,STD_POORS,2021-07-29
170,90001091374,AA+,STD_POORS,2023-09-01
171,90001091398,AA+,STD_POORS,2023-06-12
172,90001091443,AA,STD_POORS,2023-07-28
173,90001091450,AAA,STD_POORS,2023-07-11
174,90001091467,AA+,STD_POORS,2023-06-21
175,90001091481,AAA,STD_POORS,2023-08-24
176,90001091529,AAA,STD_POORS,2023-07-05
177,90001091536,AA,STD_POORS,2021-11-10
178,90001091650,AAA,STD_POORS,2023-08-10
179,90001091667,AA+,STD_POORS,2023-06-21
180,90001091674,AA+,STD_POORS,2021-05-08
181,90001091698,AAA,STD_POORS,2022-07-27
182,90001091712,AAA,STD_POORS,2023-07-27
183,90001091729,AAA,STD_POORS,2022-07-28
184,90001091843,AAA,STD_POORS,2023-09-13
185,90001091850,AAA,STD_POORS,2023-06-08
186,90001091867,AAA,STD_POORS,2023-09-27
187,90001091874,AAA,STD_POORS,2023-06-26
188,90001091881,AAA,STD_POORS,2023-09-15
189,90001091898,AAA,STD_POORS,2023-09-20
190,90001091905,AAA,STD_POORS,2023-08-08
191,90001091912,AA+,STD_POORS,2023-06-26
192,90001091943,AA+,STD_POORS,2020-06-19
193,90001091974,AAA,STD_POORS,2023-05-29
194,90001091981,AA+,STD_POORS,2023-06-26
195,90001091998,AAA,STD_POORS,2023-08-01
196,90001092017,AA+,STD_POORS,2022-07-26
197,90001092048,AAA,STD_POORS,2023-09-14
198,90001092062,AAA,STD_POORS,2023-05-29
199,90001092093,AAA,STD_POORS,2023-07-20
200,90001092100,AA,STD_POORS,2017-07-21
201,90001092200,AA+,STD_POORS,2023-05-17
202,90001092217,AAA,STD_POORS,2023-07-28
203,90001092248,AAA,STD_POORS,2023-09-12
204,90001092800,AAA,STD_POORS,2023-06-08
205,90001096831,AA+,STD_POORS,2023-07-20
206,90001096855,AAA,STD_POORS,2023-06-07
207,90001096886,AA,STD_POORS,2019-02-19
208,90001096948,AAA,STD_POORS,2023-06-25
209,90001097098,AA+,STD_POORS,2023-07-26
210,90001097150,AAA,STD_POORS,2023-07-27
211,90001097174,AA,STD_POORS,2023-06-28
212,90001097267,AA,STD_POORS,2022-07-21
213,90001097274,AA+,STD_POORS,2023-07-27
214,90001097298,AAA,STD_POORS,2023-08-31
215,90001097343,AA+,STD_POORS,2023-06-27
216,90001097374,AAA,STD_POORS,2023-07-27
217,90001097381,AA+,STD_POORS,2023-06-26
218,90001097412,AA+,STD_POORS,2022-08-12
219,90001097429,AA+,STD_POORS,2023-07-24
220,90001097450,AA+,STD_POORS,2023-05-29
221,90001097481,AA+,STD_POORS,2021-11-08
222,90001097612,AA+,STD_POORS,2023-09-05
223,90001097643,AAA,STD_POORS,2023-07-31
224,90001097905,AAA,STD_POORS,2023-05-26
225,90001097943,AAA,STD_POORS,2023-07-25
226,90001097950,AA,STD_POORS,2017-01-19
227,90001098000,AAA,STD_POORS,2023-07-26
228,90001098024,AAA,STD_POORS,2023-09-26
229,90001098062,AAA,STD_POORS,2023-07-17
230,90001098100,AAA,STD_POORS,2022-07-15
231,90001098148,AAA,STD_POORS,2023-06-20
232,90001098224,AA+,STD_POORS,2023-07-04
233,90001098262,AA+,STD_POORS,2023-08-31
234,90001098286,AAA,STD_POORS,2023-09-27
235,90001098293,AA+,STD_POORS,2023-07-26
236,90001098324,AA+,STD_POORS,2018-07-13
237,90001098348,AA,STD_POORS,2023-06-28
238,90001098417,AAA,STD_POORS,2017-04-21
239,90001098455,AAA,STD_POORS,2023-09-27
240,90001098631,AAA,STD_POORS,2023-09-26
241,90001098800,AAA,STD_POORS,2023-06-26
242,90001099005,AA+,STD_POORS,2023-05-26
243,90001099812,AAA,STD_POORS,2023-08-09
244,90001100003,AAA,STD_POORS,2023-09-08
245,90001100410,AA,STD_POORS,2023-07-28
246,90001100427,AA,STD_POORS,2023-07-26
247,90001100434,AA+,STD_POORS,2023-07-27
248,90001100441,AA+,STD_POORS,2023-07-28
249,90001100458,AA,STD_POORS,2023-07-28
250,90001100610,AA+,STD_POORS,2023-07-28
251,90001100627,AA+,STD_POORS,2023-08-14
252,90001100634,AA,STD_POORS,2023-07-19
253,90001100641,AA+,STD_POORS,2023-07-27
254,90001100658,AA+,STD_POORS,2023-08-16
255,90001100672,AA,STD_POORS,2023-07-28
256,90001100810,AA+,STD_POORS,2023-07-27
257,90001100827,AA,STD_POORS,2023-07-26
258,90001128803,AAA,STD_POORS,2022-10-21
259,90001130803,AAA,STD_POORS,2023-09-26
260,90001138803,AAA,STD_POORS,2023-07-12
261,90001138810,AAA,STD_POORS,2023-07-26
262,90001146827,AA+,STD_POORS,2023-07-18
263,90001146841,AA+,STD_POORS,2023-07-31
264,90001146858,AAA,STD_POORS,2022-09-06
265,90001188810,AAA,STD_POORS,2023-07-28
266,90001188827,AA+,STD_POORS,2022-11-16
267,90001188858,AA,STD_POORS,2023-07-28
268,90001188865,AA,STD_POORS,2022-06-27
269,90001188872,AA,STD_POORS,2023-07-28
270,90001188889,AA,STD_POORS,2019-08-08
271,90001188896,AA,STD_POORS,2023-07-27
272,90001188903,AA+,STD_POORS,2023-02-03
273,90001188910,AA+,STD_POORS,2023-07-24
274,90001190810,AA+,STD_POORS,2023-07-25
275,90001190827,AA,STD_POORS,2023-08-01
276,90001190834,AA,STD_POORS,2023-07-27
277,90001190841,AA,STD_POORS,2023-07-25
278,90001190858,AA,STD_POORS,2023-07-27
279,90001190865,AA,STD_POORS,2023-07-21
280,90001190872,AA,STD_POORS,2023-07-21
281,90001190889,AA+,STD_POORS,2023-06-08
282,90001192803,AA+,STD_POORS,2023-07-17
283,90001192810,AA+,STD_POORS,2023-07-25
284,90001192827,AA,STD_POORS,2023-07-10
285,90001192834,AA,STD_POORS,2023-01-06
286,90001208820,AA+,STD_POORS,2023-08-14
287,90001210806,AAA,STD_POORS,2023-06-21
288,COMS_100236,AA,LHCRATING,2014-12-15
289,COMS_100236,AA+,LHRATINGS,2020-04-20
291,COMS_105527,AAA,DAGONG,2023-07-28
290,COMS_105527,AAA,LHRATINGS,2023-07-26
292,COMS_105527,AAA,PENGYUAN,2023-07-31
293,COMS_107729,AAA,CCXI,2020-07-30
294,COMS_109918,AAA,CCXI,2021-07-30
295,COMS_109918,AAA,LHRATINGS,2023-08-02
296,COMS_115479,AA,CCXI,2023-07-26
297,COMS_115479,AA+,GOLDEN,2023-07-27
299,COMS_115855,AA,BRILLIANCE,2021-07-30
298,COMS_115855,AA-,DAGONG,2016-09-18
300,COMS_117243,AA,CCXI,2023-07-19
301,COMS_117448,AAA,CCXI,2023-07-19
303,COMS_123980,AA-,GOLDEN,2018-06-26
302,COMS_123980,AA,LHCRATING,2015-03-23
304,COMS_123980,AA,LHRATINGS,2021-06-24
305,COMS_123985,AA,DAGONG,2017-06-23
306,COMS_123985,AA,PENGYUAN,2023-06-28
308,COMS_123986,AA+,CCXI,2017-06-20
307,COMS_123986,AA-,CHINARATIN,2015-08-17
310,COMS_123987,AA,BRILLIANCE,2022-07-26
309,COMS_123987,AA-,DAGONG,2017-07-25
311,COMS_123987,AA,GOLDEN,2023-06-21
312,COMS_123987,AA+,PENGYUAN,2023-07-21
313,COMS_123990,AA,BRILLIANCE,2018-11-19
316,COMS_123991,AAA,CCXI,2023-05-30
314,COMS_123991,AAA,CCXR,2012-06-15
315,COMS_123991,AAA,DAGONG,2023-05-29
318,COMS_123992,AA-,LHRATINGS,2018-06-26
317,COMS_123992,AA,PENGYUAN,2017-09-28
319,COMS_123993,AA-,CHINARATIN,2015-10-12
320,COMS_123993,AAA,LHCRATING,2018-09-27
321,COMS_123993,C,LHRATINGS,2023-06-19
323,COMS_123994,AAA,CCXI,2023-07-26
322,COMS_123994,AA+,CHINARATIN,2014-07-18
324,COMS_123997,AA,CHINARATIN,2015-07-07
325,COMS_123997,AAA,LHCRATING,2016-08-18
326,COMS_123997,AAA,LHRATINGS,2023-06-22
330,COMS_123999,AAA,CCXI,2023-06-26
328,COMS_123999,AAA,CCXR,2019-11-01
327,COMS_123999,AAA,CHINARATIN,2016-07-08
329,COMS_123999,AAA,DAGONG,2023-06-14
331,COMS_124002,A,CHINARATIN,2015-06-29
333,COMS_124002,AA,DAGONG,2021-07-27
334,COMS_124002,AA,LHRATINGS,2021-08-17
332,COMS_124002,AA,PENGYUAN,2017-05-25
335,COMS_124003,AA,CCXI,2020-06-19
336,COMS_124004,AA,PENGYUAN,2020-06-22
338,COMS_124005,AA,CCXI,2023-06-26
337,COMS_124005,AA,PENGYUAN,2017-06-24
339,COMS_124006,AA+,CCXI,2023-06-26
341,COMS_124006,AA+,DAGONG,2023-07-27
340,COMS_124006,AA+,GOLDEN,2023-07-23
342,COMS_124007,AA+,CCXI,2023-06-28
344,COMS_124008,AA,BRILLIANCE,2021-06-24
343,COMS_124008,AA+,LHCRATING,2020-10-15
345,COMS_124008,AA+,LHRATINGS,2023-06-16
347,COMS_124009,AA+,CCXI,2023-06-26
346,COMS_124009,AA+,CCXR,2017-05-11
348,COMS_124010,AA+,BRILLIANCE,2020-09-01
350,COMS_124010,AA+,CCXI,2023-07-27
349,COMS_124010,AA+,DAGONG,2022-07-27
352,COMS_124012,AA+,CCXI,2023-06-27
351,COMS_124012,AA-,CHINARATIN,2015-07-03
353,COMS_124012,AA+,GOLDEN,2023-07-27
354,COMS_124013,AA,LHRATINGS,2018-06-22
355,COMS_124013,AA,PENGYUAN,2019-06-20
356,COMS_124014,AA,BRILLIANCE,2017-06-28
357,COMS_124015,AA,PENGYUAN,2022-06-28
360,COMS_124019,AA+,DAGONG,2022-07-29
359,COMS_124019,AA+,GOLDEN,2021-06-25
358,COMS_124019,AA+,PENGYUAN,2019-06-28
363,COMS_124020,AA,CCXI,2023-06-27
361,COMS_124020,AA,DAGONG,2017-06-27
364,COMS_124020,AA,LHRATINGS,2023-07-26
362,COMS_124020,AA,PENGYUAN,2019-07-23
366,COMS_124021,AA,LHRATINGS,2023-07-24
365,COMS_124021,AA+,PENGYUAN,2023-06-08
367,COMS_124023,AA+,BRILLIANCE,2021-01-20
369,COMS_124023,AA+,CCXI,2021-07-28
368,COMS_124023,AA+,DAGONG,2021-06-28
370,COMS_124023,AA+,GOLDEN,2023-07-24
371,COMS_124025,AA,CCXI,2018-06-26
372,COMS_124026,AA,PENGYUAN,2017-09-08
375,COMS_124028,AA,CCXI,2022-07-27
376,COMS_124028,AA+,DAGONG,2023-06-05
374,COMS_124028,AA,GOLDEN,2019-07-29
373,COMS_124028,AA,PENGYUAN,2019-06-21
377,COMS_124029,C,BRILLIANCE,2016-05-17
378,COMS_124029,C,CHINARATIN,2016-05-23
379,COMS_124029,C,PENGYUAN,2017-12-28
381,COMS_124031,AA,GOLDEN,2020-06-02
380,COMS_124031,AA,PENGYUAN,2018-07-26
383,COMS_124032,AA,DAGONG,2020-06-05
382,COMS_124032,AA,PENGYUAN,2018-05-30
385,COMS_124033,AA+,CCXI,2023-06-28
384,COMS_124033,AA+,DAGONG,2018-06-27
386,COMS_124034,AAA,CCXI,2013-06-28
387,COMS_124034,AAA,CHINARATIN,2015-04-21
388,COMS_124034,AAA,DAGONG,2023-04-25
389,COMS_124034,AAA,GOLDEN,2023-08-17
390,COMS_124036,AA,DAGONG,2017-07-21
392,COMS_124037,AA+,BRILLIANCE,2022-07-26
393,COMS_124037,AA,CCXI,2023-06-21
391,COMS_124037,AA+,GOLDEN,2022-07-20
394,COMS_124041,A-,CHINARATIN,2015-07-03
395,COMS_124041,C,LHRATINGS,2016-07-29
396,COMS_124042,AAA,CCXI,2023-07-25
397,COMS_124044,AA,BRILLIANCE,2018-06-22
398,COMS_124045,AA,LHRATINGS,2017-08-17
399,COMS_124046,A+,LHRATINGS,2017-09-30
401,COMS_124047,AA,BRILLIANCE,2021-07-29
403,COMS_124047,AA,DAGONG,2023-07-27
402,COMS_124047,AA,GOLDEN,2023-07-25
400,COMS_124047,AA,PENGYUAN,2021-06-29
404,COMS_124048,A-,CHINARATIN,2014-09-22
405,COMS_124048,C,DAGONG,2017-08-01
407,COMS_124051,AA+,CCXI,2019-07-30
406,COMS_124051,A+,CHINARATIN,2014-12-01
409,COMS_124052,AAA,CCXI,2023-07-26
408,COMS_124052,AA,CHINARATIN,2014-06-16
410,COMS_124053,AA,PENGYUAN,2017-08-31
413,COMS_124054,AAA,CCXI,2023-09-22
412,COMS_124054,AAA,CCXR,2019-08-23
411,COMS_124054,AA+,CHINARATIN,2015-06-17
415,COMS_124055,AA-,CHINARATIN,2015-06-05
414,COMS_124055,AA+,LHCRATING,2015-04-27
416,COMS_124055,AAA,LHRATINGS,2023-07-12
417,COMS_124057,AA,LHCRATING,2015-03-09
419,COMS_124057,AA,LHRATINGS,2021-06-25
418,COMS_124057,AA-,PENGYUAN,2017-05-24
422,COMS_124058,AAA,BRILLIANCE,2023-07-11
420,COMS_124058,AA-,CHINARATIN,2015-05-14
421,COMS_124058,AAA,DAGONG,2022-07-04
424,COMS_124059,AA+,CCXI,2023-08-18
423,COMS_124059,AA+,DAGONG,2021-06-29
426,COMS_124060,AAA,CCXI,2023-07-14
427,COMS_124060,AAA,GOLDEN,2023-07-24
425,COMS_124060,AA+,PENGYUAN,2019-06-15
428,COMS_124062,AA-,BRILLIANCE,2017-06-23
429,COMS_124062,AA,CCXI,2023-04-19
431,COMS_124066,AAA,DAGONG,2023-07-27
430,COMS_124066,AAA,LHRATINGS,2019-06-14
432,COMS_124069,AA,BRILLIANCE,2017-07-27
434,COMS_124070,AAA,BRILLIANCE,2023-09-15
433,COMS_124070,AA-,CHINARATIN,2015-06-24
439,COMS_124071,AAA,CCXI,2023-06-28
435,COMS_124071,AA-,CHINARATIN,2016-07-22
437,COMS_124071,AAA,DAGONG,2022-09-15
436,COMS_124071,AAA,LHCRATING,2020-04-27
438,COMS_124071,AAA,LHRATINGS,2023-06-27
443,COMS_124072,AA+,CCXI,2023-06-28
441,COMS_124072,AA,DAGONG,2020-06-30
440,COMS_124072,AA+,LHCRATING,2019-08-29
442,COMS_124072,AA+,LHRATINGS,2023-06-27
447,COMS_124073,AAA,CCXI,2023-06-01
446,COMS_124073,AAA,CCXR,2019-04-26
444,COMS_124073,AA+,CHINARATIN,2015-05-14
445,COMS_124073,AAA,DAGONG,2017-04-27
448,COMS_124076,AA-,CHINARATIN,2014-08-08
449,COMS_124076,AAA,LHCRATING,2019-11-26
450,COMS_124076,AAA,LHRATINGS,2023-06-21
451,COMS_124079,AAA,DAGONG,2016-08-30
452,COMS_124081,AA,PENGYUAN,2018-05-22
453,COMS_124082,AA,DAGONG,2017-07-26
454,COMS_124083,C,BRILLIANCE,2021-02-23
455,COMS_124084,AA+,LHCRATING,2015-10-27
456,COMS_124084,C,PENGYUAN,2021-02-24
457,COMS_124085,AA-,BRILLIANCE,2013-11-05
458,COMS_124085,A+,CHINARATIN,2016-07-11
460,COMS_124085,AA+,DAGONG,2022-07-29
459,COMS_124085,AA+,GOLDEN,2018-12-12
461,COMS_124085,AA+,PENGYUAN,2023-06-28
464,COMS_124086,AA+,CCXI,2023-06-27
462,COMS_124086,AA+,CCXR,2019-06-17
465,COMS_124086,AA+,LHRATINGS,2023-07-27
463,COMS_124086,AA+,PENGYUAN,2019-06-28
468,COMS_124087,AA+,DAGONG,2022-07-27
466,COMS_124087,AA+,LHCRATING,2016-04-12
469,COMS_124087,AA+,LHRATINGS,2023-06-21
467,COMS_124087,AA+,PENGYUAN,2018-06-04
470,COMS_124088,AA,DAGONG,2016-06-23
471,COMS_124088,AA+,LHRATINGS,2023-06-24
472,COMS_124089,AA+,BRILLIANCE,2019-06-27
474,COMS_124090,A+,CHINARATIN,2015-07-07
475,COMS_124090,AA+,DAGONG,2019-06-24
473,COMS_124090,AA,LHRATINGS,2011-12-30
477,COMS_124091,AAA,CCXI,2017-07-20
476,COMS_124091,AA-,CHINARATIN,2014-11-13
478,COMS_124091,AAA,LHCRATING,2019-04-04
479,COMS_124091,AAA,LHRATINGS,2023-06-01
482,COMS_124094,AAA,CCXI,2023-06-27
480,COMS_124094,AA,CHINARATIN,2014-06-10
481,COMS_124094,AA+,DAGONG,2018-06-26
483,COMS_124096,AAA,DAGONG,2023-07-07
484,COMS_124097,A+,CHINARATIN,2014-10-13
485,COMS_124097,AA,LHCRATING,2015-11-11
487,COMS_124097,AA,LHRATINGS,2019-06-21
486,COMS_124097,AA,PENGYUAN,2018-06-26
488,COMS_124098,AA,CCXI,2023-06-27
489,COMS_124098,AA+,DAGONG,2023-06-27
494,COMS_124099,AAA,BRILLIANCE,2023-08-24
491,COMS_124099,AAA,CCXI,2023-06-08
490,COMS_124099,A+,CHINARATIN,2015-07-02
493,COMS_124099,AAA,DAGONG,2023-07-27
492,COMS_124099,AAA,LHRATINGS,2023-07-26
496,COMS_124100,AA+,CCXI,2023-06-27
495,COMS_124100,AA,DAGONG,2018-06-23
498,COMS_124102,AA+,CCXI,2023-07-27
497,COMS_124102,A,CHINARATIN,2016-02-02
499,COMS_124103,AA+,LHRATINGS,2023-06-16
502,COMS_124104,AA+,CCXI,2022-10-20
500,COMS_124104,A+,CHINARATIN,2015-06-30
501,COMS_124104,AA+,LHCRATING,2017-10-17
503,COMS_124104,AA+,LHRATINGS,2023-07-14
506,COMS_124106,AA,CCXI,2022-06-27
504,COMS_124106,AA,DAGONG,2017-05-26
505,COMS_124106,AA,PENGYUAN,2020-08-27
507,COMS_124173,AA,CCXI,2012-12-13
508,COMS_124173,AA+,CHINARATIN,2016-07-04
510,COMS_124173,AAA,DAGONG,2023-06-05
509,COMS_124173,AAA,LHCRATING,2020-04-24
511,COMS_124173,AAA,LHRATINGS,2023-06-19
512,COMS_124173,AAA,PENGYUAN,2023-06-27
514,COMS_124179,AAA,CCXI,2023-06-27
513,COMS_124179,AAA,CHINARATIN,2015-07-16
517,COMS_124180,AA+,CCXI,2023-07-28
515,COMS_124180,AA-,CHINARATIN,2015-06-23
516,COMS_124180,AA+,DAGONG,2023-06-27
518,COMS_124180,AA+,LHRATINGS,2023-07-28
520,COMS_124181,AA+,BRILLIANCE,2023-06-27
519,COMS_124181,AA-,CHINARATIN,2015-07-10
524,COMS_124182,AAA,CCXI,2023-05-18
523,COMS_124182,AAA,CCXR,2019-12-06
521,COMS_124182,AAA,CHINARATIN,2015-05-11
522,COMS_124182,AAA,DAGONG,2015-06-05
526,COMS_124184,AAA,CCXI,2023-06-26
525,COMS_124184,AAA,LHCRATING,2023-06-19
527,COMS_124184,AAA,LHRATINGS,2023-07-18
529,COMS_124187,AA+,CCXI,2023-07-27
528,COMS_124187,AA,CCXR,2015-02-04
530,COMS_124190,AA-,PENGYUAN,2020-06-28
531,COMS_124191,AA,BRILLIANCE,2019-06-28
532,COMS_124191,AA,PENGYUAN,2022-06-27
534,COMS_124192,AA,CCXI,2023-07-31
533,COMS_124192,AA,DAGONG,2021-06-29
535,COMS_124195,AA,PENGYUAN,2017-04-20
537,COMS_124197,AA+,BRILLIANCE,2022-09-28
536,COMS_124197,AA,DAGONG,2015-07-16
538,COMS_124198,AA,PENGYUAN,2018-06-26
540,COMS_124199,AA,CCXI,2020-06-24
539,COMS_124199,AA,PENGYUAN,2018-06-25
541,COMS_124200,AAA,LHRATINGS,2020-06-24
543,COMS_124202,AA,CCXI,2023-07-26
542,COMS_124202,AA,LHRATINGS,2023-06-16
